id;androidversion;androidlanguage;deviceinfo;appversion;day;month;year;hour;minute;playername;playerpoints;playercombos;computeralgorithm;computerpoints;computercombos;playerstarted
38515;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;16;53;ce011711dc90843f05;180;Fam-Fuji;RandomPlayer;360;Fam-Susuki,Fam-Kiri;1
38516;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;16;55;ce011711dc90843f05;320;Fam-Sakura,Fam-Fuji,Fam-Kiri;RandomPlayer;210;Fam-Uma;0
38517;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;28;ce011711dc90843f05;540;Oozan,Hanami I-Pai,Fam-Matsu,Fam-Momiji;RandomPlayer;360;Acata,Fam-Fuji;0
38518;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;30;ce011711dc90843f05;590;Nizoro,Tsukimi I-Pai,Fam-Uma;RandomPlayer;200;Fam-Fuji;1
38519;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;32;ce011711dc90843f05;200;;RandomPlayer;220;Tsukimi I-Pai;1
38520;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;34;ce011711dc90843f05;300;Fam-Sakura,Fam-Kiri;RandomPlayer;230;Fam-Matsu;1
38521;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;37;ce011711dc90843f05;240;;RandomPlayer;250;Tsukimi I-Pai;0
38522;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;39;ce011711dc90843f05;500;Matsu-Kiri-Bozu,Fam-Kiri;RandomPlayer;180;Fam-Momiji;0
38523;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;41;ce011711dc90843f05;250;Fam-Sakura;RandomPlayer;400;Nizoro,Fam-Momiji;1
38524;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;43;ce011711dc90843f05;430;Fam-Uma,Fam-Kiri;RandomPlayer;220;Fam-Matsu,Fam-Fuji;1
38525;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;45;ce011711dc90843f05;270;Fam-Kiri;RandomPlayer;310;Hanami I-Pai,Fam-Sakura;1
38526;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;47;ce011711dc90843f05;380;Hanami I-Pai,Fam-Momiji;RandomPlayer;70;;0
38527;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;49;ce011711dc90843f05;180;;RandomPlayer;420;Oozan;1
38528;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;51;ce011711dc90843f05;310;Tsukimi I-Pai,Fam-Susuki;RandomPlayer;460;Acata,Fam-Sakura,Fam-Fuji;1
38529;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;17;53;ce011711dc90843f05;340;Fam-Matsu,Fam-Momiji;RandomPlayer;250;Fam-Kiri;1
38530;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;19;12;ce011711dc90843f05;410;Hanami I-Pai,Fam-Sakura;RandomPlayer;70;;0
38531;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;19;14;ce011711dc90843f05;280;Fam-Uma;RandomPlayer;150;;0
38532;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;19;25;ce011711dc90843f05;230;Aotan;RandomPlayer;280;Fam-Sakura;0
38533;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;19;27;ce011711dc90843f05;260;Fam-Uma;RandomPlayer;530;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;0
38534;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;20;14;ce011711dc90843f05;220;Fam-Kiri;RandomPlayer;450;Oozan,Hanami I-Pai;0
38535;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;20;24;ce011711dc90843f05;50;;RandomPlayer;1630;Matsu-Kiri-Bozu,Cosan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Matsu,Fam-Sakura,Shiko;0
38536;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;20;28;ce011711dc90843f05;520;Tepo,Hanami I-Pai,Tsukimi I-Pai;RandomPlayer;160;;0
38537;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;20;33;ce011711dc90843f05;320;Tsukimi I-Pai,Fam-Uma;RandomPlayer;540;Ino-Shika-Cho,Fam-Kiri;1
38538;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;20;52;ce011711dc90843f05;640;Ino-Shika-Cho,Fam-Uma,Fam-Fuji,Fam-Susuki;RandomPlayer;360;Hanami I-Pai,Fam-Matsu,Fam-Sakura;1
38539;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;21;14;ce011711dc90843f05;560;Matsu-Kiri-Bozu,Tsukimi I-Pai,Fam-Kiri;RandomPlayer;260;Fam-Uma,Fam-Sakura;1
38540;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;21;16;ce011711dc90843f05;440;Hanami I-Pai,Fam-Matsu,Fam-Kiri;RandomPlayer;190;Fam-Susuki;1
38541;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;21;22;ce011711dc90843f05;370;Fam-Uma,Fam-Fuji,Fam-Kiri;RandomPlayer;150;;0
41061;28 (9);por;ASUS_X00TDB (WW_X00TD);2.16.4;31;3;2022;22;40;unknown;420;Fam-Uma,Fam-Momiji;RandomPlayer;40;;0
38543;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;22;11;ce011711dc90843f05;520;Tepo,Hanami I-Pai,Tsukimi I-Pai;RandomPlayer;520;Ino-Shika-Cho,Fam-Matsu;0
38544;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.15.0;13;10;2021;22;12;a4efa3c5;1030;Acata,Ino-Shika-Cho,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura,Fam-Susuki;RandomPlayer;80;;0
41153;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.19.0;9;4;2022;2;17;TYI396M6WR7FNZB5UFXV;580;Cosan,Hanami I-Pai,Fam-Uma;RandomPlayer;50;;1
38546;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;22;54;ce011711dc90843f05;180;Fam-Fuji;RandomPlayer;160;;0
38547;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;22;57;ce011711dc90843f05;560;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;RandomPlayer;230;Acata;0
38548;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;23;1;ce011711dc90843f05;270;Fam-Matsu,Fam-Fuji;RandomPlayer;330;Aotan,Fam-Susuki;0
38549;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;23;5;ce011711dc90843f05;530;Nizoro,Fam-Uma;RandomPlayer;180;Fam-Fuji;1
38552;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;23;28;ce011711dc90843f05;410;Hanami I-Pai,Fam-Fuji;RandomPlayer;70;;1
38553;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;23;32;ce011711dc90843f05;180;;RandomPlayer;250;Fam-Matsu;0
38554;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;23;38;ce011711dc90843f05;210;Fam-Momiji;RandomPlayer;200;Fam-Fuji;0
38555;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;23;42;ce011711dc90843f05;440;Acata,Fam-Fuji;RandomPlayer;480;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Susuki;1
38556;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;13;10;2021;23;45;ce011711dc90843f05;230;Fam-Kiri;RandomPlayer;250;Fam-Momiji;1
38557;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;0;0;ce011711dc90843f05;470;Oozan,Fam-Matsu,Fam-Uma;RandomPlayer;170;;0
38558;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;0;2;ce011711dc90843f05;310;Fam-Susuki;RandomPlayer;210;Fam-Kiri;0
38559;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;7;0;ce011711dc90843f05;810;Cosan,Ino-Shika-Cho,Nizoro;RandomPlayer;190;;1
38560;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;7;2;ce011711dc90843f05;550;Ino-Shika-Cho,Fam-Uma;RandomPlayer;250;Fam-Sakura;0
38561;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;7;4;ce011711dc90843f05;310;Fam-Susuki,Fam-Kiri;RandomPlayer;510;Oozan,Hanami I-Pai,Fam-Uma;1
38562;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;7;6;ce011711dc90843f05;250;Fam-Sakura;RandomPlayer;130;Fam-Momiji;1
38563;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;7;8;ce011711dc90843f05;480;Oozan,Fam-Uma;RandomPlayer;580;Ino-Shika-Cho,Tsukimi I-Pai;0
38564;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;7;10;ce011711dc90843f05;1330;Matsu-Kiri-Bozu,Oozan,Fam-Uma,Fam-Sakura,Shiko;RandomPlayer;40;;1
38565;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;7;12;ce011711dc90843f05;180;;RandomPlayer;250;Fam-Susuki,Fam-Kiri;0
38566;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;7;13;ce011711dc90843f05;360;Hanami I-Pai,Fam-Sakura;RandomPlayer;150;;1
38568;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;7;17;ce011711dc90843f05;320;Nizoro;RandomPlayer;680;Aotan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;1
38569;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;7;19;ce011711dc90843f05;390;Aotan,Tsukimi I-Pai;RandomPlayer;200;Fam-Kiri;1
38570;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;13;12;ce011711dc90843f05;240;Tsukimi I-Pai;RandomPlayer;440;Acata,Fam-Sakura,Fam-Fuji;0
38571;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;13;18;ce011711dc90843f05;150;;RandomPlayer;360;Hanami I-Pai,Fam-Sakura;1
38572;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;13;20;ce011711dc90843f05;130;;RandomPlayer;980;Fam-Matsu,Fam-Sakura,Nanata;1
38573;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;13;22;ce011711dc90843f05;410;Oozan;RandomPlayer;160;Fam-Susuki;1
38574;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;13;26;ce011711dc90843f05;270;Hanami I-Pai,Fam-Sakura;RandomPlayer;220;;1
38575;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.15.0;14;10;2021;14;45;a4efa3c5;480;Hanami I-Pai,Fam-Uma,Fam-Fuji,Fam-Momiji;RandomPlayer;220;Fam-Matsu;1
38576;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;18;3;ce011711dc90843f05;160;;RandomPlayer;190;Fam-Fuji;0
38577;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;18;5;ce011711dc90843f05;170;;RandomPlayer;570;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura,Fam-Susuki;1
38578;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;18;6;ce011711dc90843f05;220;;RandomPlayer;70;;1
38579;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;18;8;ce011711dc90843f05;400;Acata,Fam-Fuji;RandomPlayer;150;;0
38580;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;18;10;ce011711dc90843f05;1090;Matsu-Kiri-Bozu,Fam-Matsu,Fam-Sakura,Shiko;RandomPlayer;230;Fam-Uma;0
38581;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;18;12;ce011711dc90843f05;250;Hanami I-Pai,Fam-Sakura;RandomPlayer;270;Fam-Momiji;0
38582;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;18;14;ce011711dc90843f05;370;Aotan,Fam-Kiri;RandomPlayer;110;Fam-Fuji;0
38583;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;18;16;ce011711dc90843f05;280;Fam-Susuki,Fam-Momiji;RandomPlayer;400;Nizoro;0
38584;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;18;18;ce011711dc90843f05;300;Fam-Momiji;RandomPlayer;210;Fam-Kiri;0
38585;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;18;20;ce011711dc90843f05;420;Aotan,Tsukimi I-Pai;RandomPlayer;180;Fam-Uma;1
38586;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;19;32;ce011711dc90843f05;550;Matsu-Kiri-Bozu,Tsukimi I-Pai,Fam-Kiri;RandomPlayer;150;;0
38587;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;19;35;ce011711dc90843f05;290;Hanami I-Pai,Fam-Momiji;RandomPlayer;360;Nizoro;0
38588;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;19;37;ce011711dc90843f05;130;;RandomPlayer;130;;0
38589;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;19;39;ce011711dc90843f05;220;Fam-Matsu;RandomPlayer;410;Tsukimi I-Pai,Fam-Uma,Fam-Susuki;0
38590;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;19;43;ce011711dc90843f05;320;Fam-Uma;RandomPlayer;270;Hanami I-Pai;1
38591;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;19;45;ce011711dc90843f05;320;Fam-Sakura,Fam-Fuji;RandomPlayer;250;Fam-Uma;0
38592;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;21;3;ce011711dc90843f05;340;Fam-Sakura;RandomPlayer;30;;0
38593;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;21;5;ce011711dc90843f05;240;Fam-Uma,Fam-Sakura;RandomPlayer;440;Tsukimi I-Pai,Fam-Fuji,Fam-Momiji;0
38594;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;21;13;ce011711dc90843f05;180;Fam-Fuji;RandomPlayer;190;;0
38595;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;21;17;ce011711dc90843f05;250;Hanami I-Pai;RandomPlayer;230;Fam-Fuji,Fam-Momiji;1
38596;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;21;23;ce011711dc90843f05;510;Matsu-Kiri-Bozu,Tsukimi I-Pai;RandomPlayer;180;Fam-Sakura;1
38597;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;14;10;2021;21;27;ce011711dc90843f05;250;Fam-Uma;RandomPlayer;190;;0
41062;28 (9);por;ASUS_X00TDB (WW_X00TD);2.16.4;31;3;2022;22;42;unknown;230;Fam-Matsu;RandomPlayer;370;Fam-Susuki,Fam-Kiri;1
41154;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.19.0;9;4;2022;20;1;TYI396M6WR7FNZB5UFXV;120;;RandomPlayer;450;Tsukimi I-Pai,Fam-Matsu;0
38600;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;7;39;ce011711dc90843f05;490;Ino-Shika-Cho,Fam-Uma;RandomPlayer;300;Fam-Sakura,Fam-Fuji;0
38601;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;7;41;ce011711dc90843f05;370;Cosan;RandomPlayer;310;Hanami I-Pai;1
38602;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;7;42;ce011711dc90843f05;300;Hanami I-Pai,Fam-Uma;RandomPlayer;540;Matsu-Kiri-Bozu,Fam-Matsu,Fam-Momiji,Fam-Kiri;1
38603;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;7;44;ce011711dc90843f05;120;;RandomPlayer;460;Matsu-Kiri-Bozu,Fam-Kiri;0
38604;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;7;45;ce011711dc90843f05;390;Cosan,Fam-Uma;RandomPlayer;200;;0
38605;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;7;47;ce011711dc90843f05;210;Tsukimi I-Pai;RandomPlayer;280;Fam-Momiji;0
38606;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;7;49;ce011711dc90843f05;120;;RandomPlayer;220;Fam-Fuji;1
38607;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;7;54;ce011711dc90843f05;520;Oozan,Hanami I-Pai,Fam-Sakura;RandomPlayer;150;;0
38608;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;7;56;ce011711dc90843f05;350;Acata,Fam-Fuji;RandomPlayer;380;Nizoro,Fam-Momiji;0
38609;27 (8.1.0);por;ASUS_X00DDA (WW_Phone);2.15.0;15;10;2021;12;10;H1AXB603X446AZZ;290;Tsukimi I-Pai;RandomPlayer;200;Fam-Momiji;1
38611;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;26;ce011711dc90843f05;120;;RandomPlayer;320;Tsukimi I-Pai,Fam-Fuji;0
38612;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;27;ce011711dc90843f05;990;Acata,Fam-Uma,Nanata;RandomPlayer;140;Fam-Sakura;0
38613;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;29;ce011711dc90843f05;1240;Matsu-Kiri-Bozu,Oozan,Shiko;RandomPlayer;90;;0
38614;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;31;ce011711dc90843f05;140;;RandomPlayer;190;;0
38616;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;35;ce011711dc90843f05;320;Acata,Fam-Fuji,Fam-Susuki;RandomPlayer;440;Hanami I-Pai,Fam-Sakura;0
38617;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;37;ce011711dc90843f05;240;Fam-Matsu;RandomPlayer;600;Ino-Shika-Cho,Fam-Sakura;0
38618;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;39;ce011711dc90843f05;260;Fam-Fuji,Fam-Kiri;RandomPlayer;290;Aotan;0
38619;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;40;ce011711dc90843f05;360;Tsukimi I-Pai,Fam-Fuji,Fam-Susuki;RandomPlayer;270;Fam-Uma;0
38620;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;42;ce011711dc90843f05;240;Fam-Uma,Fam-Momiji;RandomPlayer;520;Acata,Hanami I-Pai,Fam-Kiri;0
38621;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;44;ce011711dc90843f05;500;Aotan,Hanami I-Pai,Fam-Matsu,Fam-Momiji;RandomPlayer;200;Fam-Kiri;0
38622;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;45;ce011711dc90843f05;190;Fam-Susuki;RandomPlayer;1010;Oozan,Nanata;1
38623;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;47;ce011711dc90843f05;370;Hanami I-Pai,Fam-Sakura,Fam-Fuji;RandomPlayer;130;;0
38624;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;16;59;ce011711dc90843f05;260;Fam-Momiji;RandomPlayer;510;Nizoro,Tsukimi I-Pai;0
38625;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;18;34;ce011711dc90843f05;1060;Matsu-Kiri-Bozu,Shiko;RandomPlayer;20;;1
38626;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;19;8;ce011711dc90843f05;100;;RandomPlayer;240;Fam-Kiri;0
38627;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.15.0;15;10;2021;22;15;a4efa3c5;370;Tsukimi I-Pai,Fam-Susuki;RandomPlayer;280;Cosan,Fam-Fuji;0
38628;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.15.0;15;10;2021;22;21;a4efa3c5;220;;RandomPlayer;160;;1
38629;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;23;4;ce011711dc90843f05;160;;RandomPlayer;370;Hanami I-Pai,Fam-Fuji;1
38630;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;23;6;ce011711dc90843f05;210;;RandomPlayer;330;Tsukimi I-Pai,Fam-Fuji;0
38631;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;23;8;ce011711dc90843f05;100;;RandomPlayer;380;Fam-Matsu,Fam-Susuki;1
38632;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;23;10;ce011711dc90843f05;700;Oozan,Nizoro,Fam-Uma;RandomPlayer;90;;1
38633;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;23;11;ce011711dc90843f05;770;Oozan,Ino-Shika-Cho,Hanami I-Pai;RandomPlayer;200;Fam-Fuji;0
38634;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;23;54;ce011711dc90843f05;380;Acata,Fam-Fuji;RandomPlayer;140;;0
38635;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;23;56;ce011711dc90843f05;200;Fam-Momiji;RandomPlayer;210;Fam-Kiri;1
38636;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;15;10;2021;23;58;ce011711dc90843f05;300;Fam-Sakura;RandomPlayer;140;;1
38637;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;0;0;ce011711dc90843f05;480;Cosan,Fam-Sakura;RandomPlayer;520;Ino-Shika-Cho,Fam-Momiji;0
38638;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;0;2;ce011711dc90843f05;430;Cosan,Fam-Sakura,Fam-Fuji;RandomPlayer;170;;0
38639;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;10;17;ce011711dc90843f05;620;Ino-Shika-Cho,Fam-Kiri;RandomPlayer;210;Fam-Matsu;0
38640;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;10;19;ce011711dc90843f05;200;Fam-Kiri;RandomPlayer;180;Fam-Fuji;1
38641;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;10;23;ce011711dc90843f05;170;Fam-Matsu;RandomPlayer;420;Aotan,Fam-Fuji;0
38642;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;13;54;ce011711dc90843f05;470;Matsu-Kiri-Bozu,Fam-Matsu,Fam-Kiri;RandomPlayer;370;Hanami I-Pai,Fam-Uma;1
38643;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;13;59;ce011711dc90843f05;650;Tepo,Hanami I-Pai,Tsukimi I-Pai;RandomPlayer;90;;0
38644;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;14;5;ce011711dc90843f05;170;Fam-Kiri;RandomPlayer;220;Fam-Fuji;0
38645;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;14;8;ce011711dc90843f05;190;;RandomPlayer;520;Ino-Shika-Cho;0
38646;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;14;10;ce011711dc90843f05;140;;RandomPlayer;260;Acata;1
38647;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;14;19;ce011711dc90843f05;330;Fam-Matsu;RandomPlayer;250;Fam-Uma,Fam-Momiji;0
38648;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.15.0;16;10;2021;14;45;a4efa3c5;370;Hanami I-Pai,Fam-Sakura,Fam-Fuji;RandomPlayer;460;Matsu-Kiri-Bozu,Fam-Matsu;0
41063;28 (9);por;ASUS_X00TDB (WW_X00TD);2.16.4;31;3;2022;22;43;unknown;100;;RandomPlayer;370;Fam-Sakura,Fam-Kiri;1
38650;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.15.0;16;10;2021;17;37;a4efa3c5;420;Nizoro,Fam-Sakura;RandomPlayer;270;Fam-Matsu,Fam-Susuki;0
38651;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;15;ce011711dc90843f05;190;;RandomPlayer;950;Acata,Fam-Momiji,Nanata;1
38652;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;17;ce011711dc90843f05;410;Nizoro;RandomPlayer;260;Tsukimi I-Pai;1
38653;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;19;ce011711dc90843f05;690;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Susuki,Fam-Kiri;RandomPlayer;320;Acata,Fam-Matsu;0
38654;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;21;ce011711dc90843f05;570;Matsu-Kiri-Bozu,Tsukimi I-Pai,Fam-Kiri;RandomPlayer;50;;1
38655;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;23;ce011711dc90843f05;350;Hanami I-Pai;RandomPlayer;120;Fam-Matsu;1
38656;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;25;ce011711dc90843f05;480;Matsu-Kiri-Bozu,Aotan;RandomPlayer;310;Hanami I-Pai;0
38657;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;28;ce011711dc90843f05;800;Aotan,Nanata;RandomPlayer;90;;1
38658;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;30;ce011711dc90843f05;630;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Matsu,Fam-Momiji;RandomPlayer;70;;1
38659;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;32;ce011711dc90843f05;120;;RandomPlayer;390;Cosan,Fam-Kiri;1
38660;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;34;ce011711dc90843f05;260;Hanami I-Pai;RandomPlayer;270;Fam-Kiri;0
38661;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;35;ce011711dc90843f05;170;Fam-Fuji;RandomPlayer;380;Tsukimi I-Pai,Fam-Uma;1
38662;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;37;ce011711dc90843f05;330;Cosan,Fam-Sakura;RandomPlayer;270;Fam-Kiri;0
38663;26 (8.0.0);por;SM-G930F (heroltexx);2.15.0;16;10;2021;21;39;ce011711dc90843f05;230;Fam-Uma;RandomPlayer;730;Ino-Shika-Cho,Fam-Sakura,Fam-Momiji,Fam-Kiri;1
