id;androidversion;androidlanguage;deviceinfo;appversion;day;month;year;hour;minute;playername;playerpoints;playercombos;computeralgorithm;computerpoints;computercombos;playerstarted
id;23 (6.0);eng;F3313 (F3313);2.0.0;20;7;2018;14;41;RQ30037Y53;230;Fam-Fuji,Fam-Susuki;RandomPlayer;570;Oozan,Hanami I-Pai,Fam-Matsu,Fam-Sakura;
5;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;16;53;RQ30037Y53;280;Hanami I-Pai;RandomPlayer;310;Acata,Fam-Fuji;
6;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
7;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
8;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
9;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
10;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
11;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
12;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
13;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
14;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
15;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
16;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
17;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2000;20;7;2018;20;32;5200f387b8f5845f;370;Acata,Tsukimi I-Pai;RandomPlayer;190;Fam-Matsu;
18;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2000;20;7;2018;20;35;5200f387b8f5845f;470;Nizoro,Fam-Kiri;RandomPlayer;560;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Susuki;
19;23 (6.0);eng;F3313 (F3313);2.1.2000;20;7;2018;17;11;RQ30037Y53;400;Ino-Shika-Cho;RandomPlayer;540;Tepo,Hanami I-Pai,Tsukimi I-Pai;
17898;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2001;23;9;2018;0;26;5200f387b8f5845f;310;Fam-Uma;RandomPlayer;220;Hanami I-Pai;
18000;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;10;2018;14;48;QLF7N16513010336;220;Fam-Susuki;ExpectiMinimaxPlayer;370;Cosan;
18324;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;29;10;2018;20;18;QLF7N16513010336;360;Tsukimi I-Pai,Fam-Uma;RandomPlayer;170;;
18353;26 (8.0.0);deu;LG-H870 (lucye_global_com);2.1.2001;1;11;2018;13;4;LGH8702ceadb2c;160;Fam-Uma;Greedy;430;Hanami I-Pai,Fam-Matsu;
18523;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;19;9;QLF7N16513010336;130;Fam-Momiji;RandomPlayer;430;Tsukimi I-Pai,Fam-Fuji,Fam-Susuki;
18544;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.1.2001;16;11;2018;18;16;5200f387b8f5845f;160;Fam-Fuji;RandomPlayer;280;Fam-Momiji;
18612;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;21;11;2018;11;3;5200f387b8f5845f;210;Fam-Uma;RandomPlayer;1170;Matsu-Kiri-Bozu,Fam-Matsu,Fam-Susuki,Fam-Kiri,Shiko;
18738;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;12;2018;11;7;5200f387b8f5845f;130;;RandomPlayer;490;Oozan,Fam-Matsu,Fam-Uma;
19029;26 (8.0.0);por;SM-A530F (jackpotltexx);2.2.2000;1;1;2019;0;41;5200b33f53581551;490;Cosan,Fam-Fuji;RandomPlayer;200;Hanami I-Pai;
19062;26 (8.0.0);eng;SM-G960U (starqltesq);2.2.2000;4;1;2019;17;22;574d594b4a573398;230;Fam-Matsu;RandomPlayer;540;Nizoro,Fam-Uma,Fam-Kiri;
19078;24 (7.0);jpn;P00A (JP_P00A);2.2.2000;9;1;2019;9;50;G8NPCX022199A8X;800;Oozan,Nizoro,Fam-Matsu,Fam-Fuji,Fam-Momiji;RandomPlayer;190;Tsukimi I-Pai;
19225;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;16;1;2019;21;30;a4efa3c5;380;Acata,Fam-Uma;RandomPlayer;280;Tsukimi I-Pai,Fam-Susuki;
19549;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;29;1;2019;8;22;de1e837407acd1b3;270;;RandomPlayer;110;;
19631;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;2;2019;4;7;5200f387b8f5845f;180;Fam-Susuki;RandomPlayer;120;Fam-Fuji;
19724;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;5;2;2019;0;55;5200f387b8f5845f;160;Fam-Uma;RandomPlayer;330;Hanami I-Pai,Fam-Fuji;
19957;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;13;2;2019;17;35;5200f387b8f5845f;320;;RandomPlayer;60;;
20281;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;13;5;26419610;360;Tsukimi I-Pai,Fam-Matsu,Fam-Susuki;RandomPlayer;280;Fam-Kiri;
17899;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2001;23;9;2018;0;34;5200f387b8f5845f;350;Aotan,Fam-Uma,Fam-Kiri;RandomPlayer;590;Ino-Shika-Cho,Fam-Fuji;
18001;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;10;2018;14;50;QLF7N16513010336;140;;ExpectiMinimaxPlayer;340;Nizoro;
18325;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;29;10;2018;20;19;QLF7N16513010336;850;Nanata;RandomPlayer;90;;
18354;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;11;2018;15;37;QLF7N16513010336;740;Cosan,Tepo,Hanami I-Pai,Tsukimi I-Pai;RandomPlayer;50;;
18524;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;19;10;QLF7N16513010336;520;Matsu-Kiri-Bozu,Tsukimi I-Pai;RandomPlayer;100;;
18545;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.1.2001;16;11;2018;18;17;5200f387b8f5845f;170;;RandomPlayer;550;Ino-Shika-Cho,Fam-Sakura,Fam-Momiji;
18613;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;22;11;2018;2;38;5200f387b8f5845f;270;Fam-Susuki;RandomPlayer;140;Fam-Kiri;
18739;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;12;2018;11;10;5200f387b8f5845f;270;Tsukimi I-Pai;ExpectiMinimaxPlayer;160;Fam-Fuji;
19030;26 (8.0.0);por;SM-A530F (jackpotltexx);2.2.2000;1;1;2019;0;46;5200b33f53581551;330;Fam-Uma;Greedy;250;Tsukimi I-Pai,Fam-Momiji;
19063;17 (4.2.2);rus;Y511 (Huawei Ascend Y511);2.2.2000;6;1;2019;10;58;0123456789ABCDEF;150;Fam-Kiri;RandomPlayer;290;Tsukimi I-Pai;
19079;24 (7.0);jpn;P00A (JP_P00A);2.2.2000;9;1;2019;9;53;G8NPCX022199A8X;250;Fam-Kiri;RandomPlayer;340;Aotan,Fam-Momiji;
19226;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;16;1;2019;21;56;5200f387b8f5845f;330;Tsukimi I-Pai,Fam-Susuki;RandomPlayer;290;Fam-Sakura;
19550;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;29;1;2019;8;24;de1e837407acd1b3;340;Fam-Sakura;RandomPlayer;200;Aotan;
19632;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;2;2019;4;10;5200f387b8f5845f;370;Tsukimi I-Pai,Fam-Susuki;Greedy;210;;
19725;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;5;2;2019;0;57;5200f387b8f5845f;280;Tsukimi I-Pai;Greedy;730;Oozan,Ino-Shika-Cho,Fam-Matsu;
19958;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;13;2;2019;17;37;5200f387b8f5845f;550;Ino-Shika-Cho;Greedy;230;Fam-Susuki;
20282;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;13;7;26419610;970;Oozan,Cosan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Uma,Fam-Sakura;RandomPlayer;290;Aotan,Fam-Momiji;
16992;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;10;48;QLF7N16513010336;210;Fam-Kiri;ExpectiMinimaxPlayer;360;Tsukimi I-Pai;
17315;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;15;8;2018;14;47;QLF7N16513010336;120;;RandomPlayer;180;Fam-Kiri;
16993;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;10;49;QLF7N16513010336;600;Cosan,Hanami I-Pai,Fam-Matsu,Fam-Sakura,Fam-Fuji;ExpectiMinimaxPlayer;240;Fam-Momiji;
17316;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;15;8;2018;14;49;QLF7N16513010336;510;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;RandomPlayer;220;Fam-Fuji;
17425;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;8;2018;14;13;QLF7N16513010336;170;;RandomPlayer;650;Cosan,Tepo,Hanami I-Pai,Tsukimi I-Pai;
17900;24 (7.0);eng;SM-J530G (j5y17lteub);2.1.2001;23;9;2018;10;20;5200f387b8f5845f;250;;RandomPlayer;530;Ino-Shika-Cho,Fam-Sakura,Fam-Fuji;
18002;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;10;2018;14;51;QLF7N16513010336;200;Acata;ExpectiMinimaxPlayer;380;Aotan,Fam-Momiji;
18326;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;29;10;2018;20;26;QLF7N16513010336;190;;RandomPlayer;300;Acata,Fam-Fuji;
18355;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;11;2018;15;39;QLF7N16513010336;170;Fam-Sakura;RandomPlayer;460;Matsu-Kiri-Bozu,Fam-Kiri;
18525;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;19;12;QLF7N16513010336;230;Acata,Fam-Fuji;RandomPlayer;570;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;
18546;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.1.2001;16;11;2018;18;19;5200f387b8f5845f;480;Ino-Shika-Cho;RandomPlayer;220;Fam-Susuki;
18614;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;22;11;2018;2;40;5200f387b8f5845f;210;Aotan;Greedy;370;Tsukimi I-Pai,Fam-Susuki;
18740;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;12;2018;11;12;5200f387b8f5845f;230;Fam-Sakura;NanatanGreedyPlayer;230;;
19031;26 (8.0.0);por;SM-A530F (jackpotltexx);2.2.2000;1;1;2019;0;50;5200b33f53581551;130;;ExpectiMinimaxPlayer;560;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Susuki;
19064;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;6;1;2019;8;20;a4efa3c5;110;;RandomPlayer;190;;
19080;26 (8.0.0);eng;SM-G960U (starqltesq);2.2.2000;8;1;2019;20;20;574d594b4a573398;270;Hanami I-Pai;RandomPlayer;240;Acata;
19227;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;16;1;2019;21;57;5200f387b8f5845f;120;;Greedy;360;Tsukimi I-Pai;
19551;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;29;1;2019;19;49;a4efa3c5;170;;RandomPlayer;230;Fam-Fuji;
19633;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;2;2019;4;12;5200f387b8f5845f;310;Hanami I-Pai,Fam-Momiji;RandomPlayer;170;;
19726;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;5;2;2019;0;59;5200f387b8f5845f;400;Matsu-Kiri-Bozu,Fam-Susuki;ExpectiMinimaxPlayer;330;Hanami I-Pai;
19959;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;13;2;2019;21;18;52108e2be29b24cb;400;Aotan,Hanami I-Pai,Fam-Sakura;RandomPlayer;130;;
20283;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;13;10;26419610;200;Fam-Kiri;RandomPlayer;370;Fam-Matsu,Fam-Susuki,Fam-Momiji;
16994;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;10;51;QLF7N16513010336;420;Nizoro,Fam-Kiri;RandomPlayer;340;Acata,Fam-Fuji;
17317;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;15;8;2018;14;50;QLF7N16513010336;290;Fam-Fuji,Fam-Momiji;RandomPlayer;210;;
17426;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;8;2018;14;15;QLF7N16513010336;560;Ino-Shika-Cho;RandomPlayer;210;Fam-Fuji;
17576;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;1;9;2018;2;28;4103f92c4e4da0fb;270;Fam-Fuji;RandomPlayer;220;Fam-Momiji;
17815;24 (7.0);zho;SM-G9550 (dream2qltezh);2.1.2001;18;9;2018;13;23;98891a3445444b3138;560;Tepo,Hanami I-Pai,Tsukimi I-Pai;RandomPlayer;110;;
17818;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;18;9;2018;20;25;a4efa3c5;270;Acata;RandomPlayer;230;Fam-Kiri;
17901;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;23;9;2018;16;18;QLF7N16513010336;160;;RandomPlayer;630;Aotan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura;
18003;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;10;2018;14;52;QLF7N16513010336;100;;ExpectiMinimaxPlayer;550;Aotan,Hanami I-Pai,Fam-Sakura,Fam-Momiji;
18327;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;29;10;2018;20;28;QLF7N16513010336;240;Hanami I-Pai;RandomPlayer;240;Fam-Uma;
18356;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;11;2018;15;41;QLF7N16513010336;220;;RandomPlayer;530;Ino-Shika-Cho,Fam-Matsu;
18526;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;19;13;QLF7N16513010336;220;Fam-Momiji;RandomPlayer;210;;
18547;22 (5.1.1);por;2014819 (2014819);2.1.2001;17;11;2018;10;13;c8813907d42;230;Fam-Fuji;RandomPlayer;520;Tepo,Hanami I-Pai,Tsukimi I-Pai;
18615;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;22;11;2018;2;42;5200f387b8f5845f;140;;Greedy;1030;Acata,Fam-Matsu,Fam-Fuji,Nanata;
18741;27 (8.1.0);por;Redmi Note 5 (whyred);2.2.2000;1;12;2018;10;38;6c3bc275;170;;ShikoNanatanGreedyPlayer;230;Fam-Sakura;
19032;26 (8.0.0);por;SM-A530F (jackpotltexx);2.2.2000;1;1;2019;0;53;5200b33f53581551;150;;RandomPlayer;540;Cosan,Hanami I-Pai,Fam-Sakura;
19065;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;6;1;2019;13;3;a4efa3c5;560;Oozan,Acata;RandomPlayer;120;;
19081;26 (8.0.0);eng;SM-G960U (starqltesq);2.2.2000;8;1;2019;20;23;574d594b4a573398;210;Hanami I-Pai;RandomPlayer;230;Fam-Susuki;
19228;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;16;1;2019;21;59;5200f387b8f5845f;190;;ExpectiMinimaxPlayer;240;;
19552;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;29;1;2019;20;40;a4efa3c5;220;;RandomPlayer;840;Oozan,Cosan,Ino-Shika-Cho;
19634;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;2;2019;4;14;5200f387b8f5845f;230;Fam-Sakura;Greedy;270;Fam-Matsu,Fam-Uma;
19727;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;5;2;2019;1;0;5200f387b8f5845f;390;Aotan,Hanami I-Pai;ShikoGreedyPlayer;220;;
19960;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;13;2;2019;21;20;52108e2be29b24cb;330;Acata,Fam-Fuji;RandomPlayer;80;;
20284;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;14;4;26419610;210;Fam-Fuji;RandomPlayer;330;Cosan,Fam-Matsu;
16995;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;10;52;QLF7N16513010336;160;;Greedy;180;;
17318;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;15;8;2018;21;2;a4efa3c5;370;Tsukimi I-Pai,Fam-Susuki;RandomPlayer;230;Fam-Sakura,Fam-Momiji;
17427;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;8;2018;14;16;QLF7N16513010336;340;Aotan,Fam-Susuki;Greedy;170;;
17902;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;23;9;2018;16;20;QLF7N16513010336;390;Oozan;RandomPlayer;280;Fam-Susuki;
18004;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;10;2018;14;54;QLF7N16513010336;300;Fam-Matsu,Fam-Kiri;RandomPlayer;290;Hanami I-Pai,Fam-Momiji;
17577;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;1;9;2018;2;30;4103f92c4e4da0fb;190;Tsukimi I-Pai;Greedy;690;Oozan,Nizoro,Fam-Uma;
17816;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;18;9;2018;13;25;QLF7N16513010336;530;Ino-Shika-Cho,Fam-Uma;RandomPlayer;190;Fam-Fuji;
17819;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;18;9;2018;20;27;a4efa3c5;1240;Oozan,Acata,Fam-Sakura,Nanata;RandomPlayer;30;;
18328;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;29;10;2018;20;29;QLF7N16513010336;270;Fam-Uma;RandomPlayer;480;Aotan,Hanami I-Pai,Fam-Momiji;
18357;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;11;2018;15;42;QLF7N16513010336;290;Hanami I-Pai;RandomPlayer;220;Fam-Matsu;
18527;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;19;21;QLF7N16513010336;300;Cosan;RandomPlayer;240;Fam-Fuji;
18548;22 (5.1.1);por;2014819 (2014819);2.1.2001;17;11;2018;10;16;c8813907d42;800;Oozan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Susuki;Greedy;360;Ino-Shika-Cho;
18616;27 (8.1.0);eng;SM-P585M (gtanotexllteub);2.2.2000;22;11;2018;8;58;5203a1e9be73431d;330;Fam-Uma,Fam-Momiji;RandomPlayer;310;Hanami I-Pai,Fam-Kiri;
18742;27 (8.1.0);por;Redmi Note 5 (whyred);2.2.2000;1;12;2018;10;40;6c3bc275;220;Tsukimi I-Pai,Fam-Susuki;ShikoNanatanGreedyPlayer;280;Fam-Kiri;
19033;26 (8.0.0);por;SM-A530F (jackpotltexx);2.2.2000;1;1;2019;0;57;5200b33f53581551;380;Hanami I-Pai,Fam-Kiri;RandomPlayer;290;Fam-Matsu,Fam-Susuki;
19066;26 (8.0.0);eng;SM-G960U (starqltesq);2.2.2000;6;1;2019;9;9;574d594b4a573398;210;;RandomPlayer;930;Acata,Fam-Fuji,Nanata;
19082;26 (8.0.0);eng;SM-G960U (starqltesq);2.2.2000;8;1;2019;20;27;574d594b4a573398;310;Tsukimi I-Pai,Fam-Matsu;RandomPlayer;230;;
19229;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;17;1;2019;9;58;5200f387b8f5845f;1010;Aotan,Acata,Nanata;RandomPlayer;230;Fam-Matsu;
19553;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;29;1;2019;19;35;de1e837407acd1b3;860;Ino-Shika-Cho,Tepo,Hanami I-Pai,Tsukimi I-Pai;RandomPlayer;150;Aotan;
19635;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;2;2019;9;26;5200f387b8f5845f;390;Aotan,Fam-Fuji;RandomPlayer;590;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Susuki,Fam-Kiri;
19728;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;5;2;2019;1;2;5200f387b8f5845f;520;Nizoro,Tsukimi I-Pai,Fam-Fuji;NanatanGreedyPlayer;480;Cosan,Fam-Momiji,Fam-Kiri;
19961;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;13;2;2019;21;21;52108e2be29b24cb;400;Oozan;RandomPlayer;160;;
20285;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;14;6;26419610;180;;RandomPlayer;140;;
16996;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;10;54;QLF7N16513010336;150;;Greedy;500;Aotan,Tsukimi I-Pai;
17319;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;15;8;2018;21;4;a4efa3c5;490;Oozan,Fam-Susuki;RandomPlayer;110;;
17428;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;8;2018;14;17;QLF7N16513010336;300;Aotan;ExpectiMinimaxPlayer;150;;
17578;19 (4.4.2);eng;SAMSUNG-SGH-I467 (konalteatt);2.1.2001;1;9;2018;2;32;4103f92c4e4da0fb;110;;RandomPlayer;260;Fam-Kiri;
17817;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;18;9;2018;13;26;QLF7N16513010336;250;;RandomPlayer;90;;
17820;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;18;9;2018;20;29;a4efa3c5;1340;Matsu-Kiri-Bozu,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura,Shiko;RandomPlayer;190;;
17903;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;23;9;2018;16;22;QLF7N16513010336;140;;ExpectiMinimaxPlayer;300;Hanami I-Pai;
18005;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;10;2018;14;55;QLF7N16513010336;190;;RandomPlayer;340;Hanami I-Pai,Fam-Kiri;
18329;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;29;10;2018;20;34;QLF7N16513010336;140;;RandomPlayer;330;Tsukimi I-Pai,Fam-Momiji;
18358;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;11;2018;15;43;QLF7N16513010336;990;Acata,Cosan,Nanata;RandomPlayer;130;;
18528;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;12;11;2018;19;24;QLF7N16513010336;670;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura,Fam-Susuki;RandomPlayer;160;Fam-Momiji;
18549;22 (5.1.1);por;2014819 (2014819);2.1.2001;17;11;2018;10;18;c8813907d42;40;;ShikoGreedyPlayer;700;Matsu-Kiri-Bozu,Aotan,Tsukimi I-Pai,Fam-Susuki;
18617;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;22;11;2018;19;53;5200f387b8f5845f;200;;RandomPlayer;230;Fam-Uma;
18743;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;1;12;2018;17;37;5200f387b8f5845f;300;Hanami I-Pai;RandomPlayer;230;Fam-Uma;
19034;26 (8.0.0);por;SM-A530F (jackpotltexx);2.2.2000;1;1;2019;1;0;5200b33f53581551;230;Fam-Fuji;RandomPlayer;430;Oozan,Fam-Susuki;
19067;26 (8.0.0);eng;SM-G960U (starqltesq);2.2.2000;6;1;2019;9;12;574d594b4a573398;820;Oozan,Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Uma;RandomPlayer;50;;
19083;27 (8.1.0);eng;SM-J727V (j7popltevzw);2.2.2000;8;1;2019;19;0;a58cd8f3;310;Tsukimi I-Pai;RandomPlayer;100;;
19230;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;17;1;2019;20;0;a4efa3c5;330;Fam-Susuki,Fam-Momiji;RandomPlayer;170;;
19554;22 (5.1.1);eng;SM-T330NU (milletwifiue);2.2.2000;29;1;2019;19;37;de1e837407acd1b3;100;;RandomPlayer;380;Tsukimi I-Pai;
19636;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.2.2000;1;2;2019;19;34;a4efa3c5;570;Tepo,Hanami I-Pai,Tsukimi I-Pai,Fam-Sakura,Fam-Susuki;RandomPlayer;210;Fam-Momiji;
19729;27 (8.1.0);eng;SM-J530G (j5y17lteub);2.2.2000;5;2;2019;1;4;5200f387b8f5845f;140;;ShikoNanatanGreedyPlayer;270;Fam-Sakura,Fam-Fuji;
19962;26 (8.0.0);fra;SM-A520F (a5y17ltexx);2.2.2000;13;2;2019;21;22;52108e2be29b24cb;190;;RandomPlayer;190;Fam-Uma;
20286;25 (7.1.1);por;Moto G Play (harpia);2.2.2000;23;2;2019;14;8;26419610;170;;RandomPlayer;460;Matsu-Kiri-Bozu,Fam-Matsu,Fam-Kiri;
17904;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;23;9;2018;16;24;QLF7N16513010336;440;Oozan,Hanami I-Pai;ExpectiMinimaxPlayer;290;Fam-Momiji,Fam-Kiri;
16997;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;1;8;2018;11;6;QLF7N16513010336;350;Fam-Uma,Fam-Kiri;RandomPlayer;170;;
17320;25 (7.1.1);por;SM-P355M (gt5note8lteub);2.1.2001;15;8;2018;21;6;a4efa3c5;230;Fam-Uma;RandomPlayer;180;Fam-Matsu;
17429;23 (6.0);ita;ALE-L21 (ALE-L21);2.1.2001;22;8;2018;14;19;QLF7N16513010336;220;Fam-Kiri;RandomPlayer;210;;
